run_id,timestamp,machine_python,machine_java,dataset,nome_id,nome_sorteado,arquivo_sorteado,linha_sorteada,strategy,threads_per_file,repeticao,success,found,file_name,line_number,line_content,wall_time_ms,wall_time_ns,process_cpu_time_supported,process_cpu_time_ms,cpu_usage_approx_percent,heap_used_before_bytes,heap_used_after_bytes,heap_delta_bytes,available_processors,java_version,os_name,os_arch,error_message
32,2026-05-17T16:31:56,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,sequencial,0,2,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,777.9105,777910500,True,1109.375,11.884133,4218264,146207272,141989008,12,25.0.3,Windows 10,amd64,
33,2026-05-17T16:31:57,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,sequencial,0,3,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,776.5841,776584100,True,1093.75,11.736763,4218264,146206744,141988480,12,25.0.3,Windows 10,amd64,
34,2026-05-17T16:31:58,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,sequencial,0,4,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,790.7057,790705700,True,1187.5,12.515192,4218264,146203688,141985424,12,25.0.3,Windows 10,amd64,
35,2026-05-17T16:31:59,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,sequencial,0,5,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,780.3591,780359100,True,1187.5,12.681128,4218264,146204504,141986240,12,25.0.3,Windows 10,amd64,
36,2026-05-17T16:32:00,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,singleThread,0,1,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,825.158,825158000,True,1234.375,12.466047,4218264,150418824,146200560,12,25.0.3,Windows 10,amd64,
37,2026-05-17T16:32:01,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,singleThread,0,2,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,778.2584,778258400,True,1046.875,11.209591,4218264,150414744,146196480,12,25.0.3,Windows 10,amd64,
38,2026-05-17T16:32:02,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,singleThread,0,3,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,843.402,843402000,True,1171.875,11.57885,4218264,150420056,146201792,12,25.0.3,Windows 10,amd64,
39,2026-05-17T16:32:03,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,singleThread,0,4,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,852.0293,852029300,True,1265.625,12.378536,4218264,150415672,146197408,12,25.0.3,Windows 10,amd64,
40,2026-05-17T16:32:04,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,singleThread,0,5,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,819.4002,819400200,True,1156.25,11.759109,4218264,150422968,146204704,12,25.0.3,Windows 10,amd64,
41,2026-05-17T16:32:06,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,oneThreadPerFile,0,1,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,457.2318,457231800,True,4812.5,87.710799,4218264,282074272,277856008,12,25.0.3,Windows 10,amd64,
